Number of all nodes =  379659 
nodes in x-z-plane =  13324 
nodes in y-z-plane =  13324 
nodes in x-y-plane ~  4000 
ma_x0          50 
ma_y0          80 

Nodes along z-axis =  303 
No.           coord. value
 1             0             2,955724 
-0.65         301.905       0.0           -3.44082E-4   -0.75874      0.90905       0.17889
-0.6          302.109       3.11446E-5    -3.44036E-4   -0.96213      0.70493       -8.93111E-2
-0.55         302.33        2.12162E-4    -3.4399E-4    -1.20294      0.49593       -0.3827
-0.5          302.572       1.07756E-3    -3.43937E-4   -1.25965      0.35603       -0.61534
-0.45         302.84        4.68041E-3    -3.4388E-4    -1.39824      0.16791       -0.90595
-0.4          303.138       1.73926E-2    -3.43822E-4   -1.54869      -4.06646E-2   -1.22614
-0.35         303.473       5.53161E-2    -3.43761E-4   -1.63541      -0.27046      -1.55762
-0.3          303.85        0.15063       -3.43694E-4   -1.91854      -0.68003      -2.03201
-0.25         304.268       0.35133       -3.43622E-4   -2.17502      -1.15834      -2.54783
-0.2          304.716       0.70213       -3.43541E-4   -2.40015      -1.60504      -3.06634
-0.15         305.161       1.20264       -3.43458E-4   -2.62499      -2.0876       -3.59431
-0.1          305.552       1.76602       -3.43367E-4   -2.7926       -2.51641      -4.0489
-5.E-2        305.824       2.2237        -3.43274E-4   -2.90902      -2.8133       -4.36658
-2.22045E-16  305.921       2.40121       -3.43176E-4   -2.91994      -2.90341      -4.46834
5.E-2         305.824       2.2237        -3.43074E-4   -2.86495      -2.77025      -4.34305
0.1           305.552       1.76602       -3.42964E-4   -2.73809      -2.47126      -4.02543
0.15          305.161       1.20264       -3.42852E-4   -2.56832      -2.04367      -3.57215
0.2           304.716       0.70213       -3.42734E-4   -2.35791      -1.56919      -3.0537
0.25          304.268       0.35133       -3.42611E-4   -2.18779      -1.17318      -2.56995
0.3           303.85        0.15063       -3.42485E-4   -1.94257      -0.71371      -2.06571
0.35          303.473       5.53161E-2    -3.42355E-4   -1.63877      -0.27403      -1.57894
0.4           303.138       1.73926E-2    -3.42221E-4   -1.48979      -3.53649E-2   -1.22907
0.45          302.84        4.68041E-3    -3.42085E-4   -1.30384      0.22033       -0.88958
0.5           302.572       1.07756E-3    -3.41944E-4   -1.17845      0.44656       -0.59697
0.55          302.33        2.12162E-4    -3.41802E-4   -1.13634      0.59597       -0.37133
0.6           302.109       3.11446E-5    -3.41657E-4   -0.96933      0.79597       -0.10777
0.65          301.905       0.0           -3.41514E-4   -0.84271      0.93639       0.11055
0.7           301.717       0.0           -3.41362E-4   -0.65034      1.11532       0.35271
0.75          301.541       0.0           -3.41192E-4   -0.45549      1.28981       0.58441
0.8           301.377       0.0           -3.41033E-4   -0.26328      1.38317       0.78217
0.85          301.223       0.0           -3.4084E-4    -0.14955      1.46935       0.95148
0.9           301.078       0.0           -3.40658E-4   -0.11917      1.60249       1.10169
0.95          300.94        0.0           -3.40457E-4   7.07401E-2    1.78846       1.29682
1.            300.81        0.0           -3.40291E-4   7.51786E-3    1.93932       1.41925
1.            300.81        0.0           -3.40291E-4   0.29763       2.0956        1.55106
1.            300.81        0.0           -3.40291E-4   0.37984       2.26244       1.64124
1.00005       300.81        0.0           -3.40291E-4   1.77923       2.5667        2.16232

 137          z =  13,502    44           x-z-plane
x =           Temp          Pump Light    z-disp        Sxx           Syy           Szz
-0.99995      300.798       0.0           -3.20135E-4   7.10965E-2    1.88224       1.49036
-0.95         300.928       0.0           -3.20133E-4   0.1467        1.92879       1.43256
-0.9          301.066       0.0           -3.20129E-4   -0.22515      1.61525       1.11832
-0.85         301.211       0.0           -3.20113E-4   -0.40798      1.37042       0.89655
-0.8          301.365       0.0           -3.2009E-4    -0.3244       1.36712       0.81218
-0.75         301.529       0.0           -3.20057E-4   -0.61442      1.17804       0.5504
-0.7          301.704       0.0           -3.20011E-4   -0.72497      1.01983       0.34088
-0.65         301.892       0.0           -3.19976E-4   -0.77635      0.9107        0.15226
-0.6          302.095       3.10981E-5    -3.19929E-4   -0.95694      0.71314       -0.10522
-0.55         302.316       2.11845E-4    -3.19881E-4   -1.17261      0.51864       -0.3826
-0.5          302.558       1.07595E-3    -3.19834E-4   -1.21878      0.38002       -0.60835
-0.45         302.825       4.67342E-3    -3.19784E-4   -1.36101      0.18727       -0.89771
-0.4          303.123       1.73666E-2    -3.19727E-4   -1.52249      -2.61799E-2   -1.21974
-0.35         303.457       5.52334E-2    -3.19665E-4   -1.62328      -0.26489      -1.55819
-0.3          303.833       0.15041       -3.19598E-4   -1.91369      -0.67805      -2.03519
-0.25         304.251       0.35081       -3.19526E-4   -2.17289      -1.15716      -2.55242
-0.2          304.698       0.70107       -3.19447E-4   -2.39977      -1.60447      -3.07086
-0.15         305.143       1.20084       -3.19364E-4   -2.62251      -2.08556      -3.59542
-0.1          305.533       1.76338       -3.19274E-4   -2.79113      -2.51572      -4.05264
-5.E-2        305.804       2.22037       -3.19184E-4   -2.90847      -2.81226      -4.37018
-2.22045E-16  305.902       2.39762       -3.19088E-4   -2.91805      -2.90195      -4.46856
5.E-2         305.804       2.22037       -3.18985E-4   -2.86518      -2.76896      -4.34526
0.1           305.533       1.76338       -3.18878E-4   -2.73806      -2.47115      -4.02773
0.15          305.143       1.20084       -3.18767E-4   -2.56765      -2.0438       -3.57397
0.2           304.698       0.70107       -3.18651E-4   -2.359        -1.56921      -3.0565
0.25          304.251       0.35081       -3.18529E-4   -2.18872      -1.17471      -2.57294
0.3           303.834       0.15041       -3.18406E-4   -1.94159      -0.71595      -2.06841
0.35          303.457       5.52334E-2    -3.18278E-4   -1.63615      -0.27594      -1.58133
0.4           303.123       1.73666E-2    -3.18148E-4   -1.48327      -3.3956E-2    -1.22895
0.45          302.825       4.67342E-3    -3.18014E-4   -1.29455      0.22397       -0.88604
0.5           302.558       1.07595E-3    -3.17879E-4   -1.16596      0.45354       -0.59389
0.55          302.316       2.11845E-4    -3.17744E-4   -1.1245       0.60335       -0.37039
0.6           302.095       3.10981E-5    -3.17601E-4   -0.96039      0.80415       -0.10815
0.65          301.892       0.0           -3.17456E-4   -0.83505      0.94632       0.11711
0.7           301.704       0.0           -3.17302E-4   -0.66175      1.10935       0.35035
0.75          301.529       0.0           -3.17138E-4   -0.47711      1.2703        0.57044
0.8           301.365       0.0           -3.16983E-4   -0.28018      1.36403       0.76963
0.85          301.211       0.0           -3.16802E-4   -0.16018      1.49506       0.943
0.9           301.066       0.0           -3.16631E-4   -0.10929      1.61991       1.09448
0.95          300.928       0.0           -3.16437E-4   0.12525       1.8218        1.32889
1.            300.798       0.0           -3.16257E-4   6.87456E-2    2.08739       1.45045
1.            300.798       0.0           -3.16257E-4   0.26431       1.93777       1.49905
1.            300.798       0.0           -3.16257E-4   0.43191       2.3256        1.63462
1.00005       300.798       0.0           -3.16257E-4   1.10304       1.96427       1.70705

 138          z =  13,60186                44           x-z-plane
x =           Temp          Pump Light    z-disp        Sxx           Syy           Szz
-0.99995      300.787       0.0           -2.96078E-4   6.99744E-2    1.80103       1.42347
-0.95         300.917       0.0           -2.96077E-4   0.15612       1.9235        1.39349
-0.9          301.054       0.0           -2.96069E-4   -0.20537      1.63616       1.11627
-0.85         301.198       0.0           -2.96027E-4   -0.41892      1.33616       0.85927
-0.8          301.352       0.0           -2.95997E-4   -0.3128       1.35574       0.78733
-0.75         301.516       0.0           -2.95976E-4   -0.62266      1.1578        0.52038
-0.7          301.691       0.0           -2.95945E-4   -0.72841      1.00265       0.31552
-0.65         301.879       0.0           -2.95917E-4   -0.75874      0.89878       0.14052
-0.6          302.081       3.10517E-5    -2.95874E-4   -0.95875      0.69978       -0.12037
-0.55         302.302       2.11528E-4    -2.95826E-4   -1.19885      0.49374       -0.40818
-0.5          302.544       1.07434E-3    -2.95774E-4   -1.25778      0.3507        -0.639
-0.45         302.81        4.66643E-3    -2.95719E-4   -1.40013      0.16341       -0.92589
-0.4          303.108       1.73406E-2    -2.95661E-4   -1.55317      -4.60429E-2   -1.24488
-0.35         303.442       5.51508E-2    -2.95601E-4   -1.63964      -0.27569      -1.57528
-0.3          303.817       0.15018       -2.95536E-4   -1.92127      -0.68376      -2.04758
-0.25         304.234       0.35028       -2.95465E-4   -2.17683      -1.16121      -2.56205
-0.2          304.681       0.70003       -2.95386E-4   -2.40147      -1.60611      -3.07697
-0.15         305.125       1.19904       -2.95303E-4   -2.62467      -2.08814      -3.60398
-0.1          305.515       1.76074       -2.95217E-4   -2.79396      -2.51778      -4.06073
-5.E-2        305.785       2.21705       -2.95127E-4   -2.90909      -2.81266      -4.37374
-2.22045E-16  305.883       2.39403       -2.95031E-4   -2.91959      -2.90211      -4.47333
5.E-2         305.785       2.21705       -2.9493E-4    -2.86702      -2.7703       -4.35005
0.1           305.515       1.76074       -2.94823E-4   -2.73895      -2.47214      -4.03158
0.15          305.125       1.19904       -2.94713E-4   -2.57066      -2.04556      -3.57944
0.2           304.681       0.70003       -2.94598E-4   -2.36258      -1.57119      -3.06206
0.25          304.234       0.35028       -2.94479E-4   -2.19063      -1.17778      -2.57868
0.3           303.817       0.15018       -2.94357E-4   -1.94514      -0.71992      -2.075
0.35          303.442       5.51508E-2    -2.94232E-4   -1.6438       -0.28082      -1.58922
0.4           303.108       1.73406E-2    -2.94103E-4   -1.49661      -4.30597E-2   -1.23922
0.45          302.811       4.66643E-3    -2.93971E-4   -1.31174      0.21189       -0.90011
0.5           302.544       1.07434E-3    -2.93837E-4   -1.18702      0.43804       -0.60759
0.55          302.302       2.11528E-4    -2.93702E-4   -1.14255      0.58783       -0.37935
0.6           302.082       3.10517E-5    -2.93562E-4   -0.96447      0.79216       -0.10823
0.65          301.879       0.0           -2.93419E-4   -0.84071      0.93206       0.11103
0.7           301.691       0.0           -2.93272E-4   -0.66638      1.10338       0.34176
0.75          301.516       0.0           -2.93118E-4   -0.46056      1.27307       0.57342
0.8           301.352       0.0           -2.92967E-4   -0.27345      1.36636       0.76787
0.85          301.199       0.0           -2.92791E-4   -0.17167      1.46329       0.9353
0.9           301.054       0.0           -2.92617E-4   -0.13885      1.60114       1.08659
0.95          300.917       0.0           -2.92423E-4   6.58452E-2    1.79699       1.29551
1.            300.787       0.0           -2.92293E-4   1.91431E-2    2.00964       1.42782
1.            300.787       0.0           -2.92293E-4   0.28207       1.99905       1.50874
1.            300.787       0.0           -2.92293E-4   0.39444       2.28146       1.62232
1.00005       300.786       0.0           -2.92293E-4   2.29237       3.17154       2.47739

 139          z =  13,70173                44           x-z-plane
x =           Temp          Pump Light    z-disp        Sxx           Syy           Szz
-0.99995      300.775       0.0           -2.72031E-4   0.13675       1.85427       1.47421
-0.95         300.905       0.0           -2.72022E-4   0.15009       1.91537       1.4133
-0.9          301.042       0.0           -2.72004E-4   -0.2274       1.6004        1.10406
-0.85         301.186       0.0           -2.71993E-4   -0.4223       1.35524       0.85849
-0.8          301.34        0.0           -2.71958E-4   -0.30344      1.34651       0.78845
-0.75         301.503       0.0           -2.71928E-4   -0.62099      1.15978       0.51871
-0.7          301.678       0.0           -2.71893E-4   -0.73255      1.00935       0.31917
-0.65         301.865       0.0           -2.71861E-4   -0.77132      0.90876       0.15121
-0.6          302.068       3.10053E-5    -2.71811E-4   -0.95986      0.71221       -0.10778
-0.55         302.288       2.11212E-4    -2.71761E-4   -1.17863      0.50925       -0.39307
-0.5          302.529       1.07274E-3    -2.71714E-4   -1.22717      0.37198       -0.61954
-0.45         302.796       4.65946E-3    -2.71663E-4   -1.3661       0.18218       -0.90623
-0.4          303.093       1.73147E-2    -2.71606E-4   -1.52507      -3.15414E-2   -1.22689
-0.35         303.426       5.50683E-2    -2.71544E-4   -1.623        -0.2674       -1.56236
-0.3          303.801       0.14996       -2.71479E-4   -1.91321      -0.68109      -2.03837
-0.25         304.217       0.34976       -2.71408E-4   -2.17119      -1.15874      -2.55212
-0.2          304.663       0.69898       -2.71328E-4   -2.39688      -1.6052       -3.06999
-0.15         305.107       1.19725       -2.71249E-4   -2.62045      -2.08672      -3.59614
-0.1          305.496       1.7581        -2.71162E-4   -2.78894      -2.51525      -4.04857
-5.E-2        305.766       2.21373       -2.71072E-4   -2.90422      -2.8093       -4.36247
-2.22045E-16  305.863       2.39044       -2.70977E-4   -2.91509      -2.90017      -4.46187
5.E-2         305.766       2.21373       -2.70877E-4   -2.86202      -2.76727      -4.33757
0.1           305.496       1.7581        -2.70771E-4   -2.73539      -2.47047      -4.02078
0.15          305.107       1.19725       -2.70662E-4   -2.56777      -2.04364      -3.56875
0.2           304.663       0.69898       -2.70548E-4   -2.35848      -1.57133      -3.05167
0.25          304.218       0.34976       -2.70429E-4   -2.18685      -1.17868      -2.569
0.3           303.801       0.14996       -2.70309E-4   -1.94241      -0.721        -2.06556
0.35          303.426       5.50683E-2    -2.70184E-4   -1.6383       -0.28154      -1.57865
0.4           303.093       1.73147E-2    -2.70057E-4   -1.48402      -4.07694E-2   -1.22663
0.45          302.796       4.65946E-3    -2.69928E-4   -1.2947       0.21755       -0.8843
0.5           302.529       1.07274E-3    -2.69797E-4   -1.1689       0.44516       -0.59239
0.55          302.288       2.11212E-4    -2.69668E-4   -1.12009      0.5968        -0.36513
0.6           302.068       3.10053E-5    -2.69527E-4   -0.95796      0.79614       -0.10377
0.65          301.865       0.0           -2.69386E-4   -0.83861      0.92912       0.11287
0.7           301.678       0.0           -2.6924E-4    -0.65496      1.1021        0.35089
0.75          301.503       0.0           -2.69085E-4   -0.46012      1.26619       0.58271
0.8           301.34        0.0           -2.68937E-4   -0.27227      1.35266       0.78364
0.85          301.186       0.0           -2.68761E-4   -0.15623      1.48004       0.96324
0.9           301.042       0.0           -2.68597E-4   -0.11516      1.61696       1.11662
0.95          300.905       0.0           -2.68403E-4   0.13462       1.81188       1.35046
1.            300.775       0.0           -2.68234E-4   0.14695       2.03268       1.57457
1.            300.775       0.0           -2.68234E-4   0.33242       2.07327       1.60358
1.            300.775       0.0           -2.68234E-4   0.47697       2.25176       1.73633
1.00005       300.775       0.0           -2.68234E-4   1.20687       2.51045       2.04487

 140          z =  13,8016   44           x-z-plane
x =           Temp          Pump Light    z-disp        Sxx           Syy           Szz
-0.99995      300.763       0.0           -2.47958E-4   7.77684E-2    1.77039       1.45573
-0.95         300.893       0.0           -2.47965E-4   0.13165       1.93849       1.42329
-0.9          301.03        0.0           -2.47949E-4   -0.22562      1.61175       1.12745
-0.85         301.174       0.0           -2.47925E-4   -0.41521      1.32875       0.88965
-0.8          301.327       0.0           -2.47893E-4   -0.3165       1.35677       0.81393
-0.75         301.49        0.0           -2.47872E-4   -0.61934      1.17645       0.55443
-0.7          301.665       0.0           -2.47838E-4   -0.7188       1.02355       0.35658
-0.65         301.852       0.0           -2.47802E-4   -0.7615       0.91002       0.17617
-0.6          302.054       3.09591E-5    -2.47759E-4   -0.96561      0.70148       -9.21229E-2
-0.55         302.274       2.10897E-4    -2.47716E-4   -1.1939       0.49881       -0.37744
-0.5          302.515       1.07113E-3    -2.47666E-4   -1.24633      0.35961       -0.60637
-0.45         302.781       4.65249E-3    -2.47612E-4   -1.38231      0.17488       -0.89121
-0.4          303.078       1.72888E-2    -2.47554E-4   -1.53387      -3.26471E-2   -1.20857
-0.35         303.41        5.49859E-2    -2.47493E-4   -1.62031      -0.26214      -1.53823
-0.3          303.785       0.14973       -2.47428E-4   -1.90203      -0.66997      -2.00835
-0.25         304.201       0.34924       -2.47358E-4   -2.15776      -1.1471       -2.52239
-0.2          304.646       0.69793       -2.47281E-4   -2.38128      -1.59181      -3.03785
-0.15         305.089       1.19546       -2.47201E-4   -2.60419      -2.07137      -3.55974
-0.1          305.477       1.75547       -2.47113E-4   -2.7723       -2.49878      -4.01236
-5.E-2        305.747       2.21041       -2.47024E-4   -2.88747      -2.7934       -4.32578
-2.22045E-16  305.844       2.38686       -2.46928E-4   -2.89832      -2.88363      -4.42451
5.E-2         305.747       2.21041       -2.46828E-4   -2.84629      -2.75157      -4.30127
0.1           305.477       1.75547       -2.46723E-4   -2.72006      -2.45403      -3.98394
0.15          305.089       1.19546       -2.46615E-4   -2.55091      -2.02828      -3.53245
0.2           304.646       0.69793       -2.46502E-4   -2.34218      -1.55621      -3.01685
0.25          304.201       0.34924       -2.46384E-4   -2.17334      -1.16437      -2.5355
0.3           303.785       0.14973       -2.46265E-4   -1.92914      -0.70797      -2.03257
0.35          303.411       5.49859E-2    -2.46142E-4   -1.62693      -0.2692       -1.54862
0.4           303.078       1.72888E-2    -2.46018E-4   -1.47826      -3.27366E-2   -1.20043
0.45          302.781       4.65249E-3    -2.4589E-4    -1.2938       0.22119       -0.86235
0.5           302.515       1.07113E-3    -2.4576E-4    -1.16052      0.44923       -0.56864
0.55          302.274       2.10897E-4    -2.45629E-4   -1.12226      0.59596       -0.34236
0.6           302.054       3.09591E-5    -2.45491E-4   -0.96373      0.79121       -8.10946E-2
0.65          301.852       0.0           -2.45355E-4   -0.8302       0.93183       0.14225
0.7           301.665       0.0           -2.45215E-4   -0.64941      1.10373       0.37798
0.75          301.49        0.0           -2.4506E-4    -0.45419      1.2753        0.61228
0.8           301.327       0.0           -2.44911E-4   -0.2487       1.37511       0.81646
0.85          301.174       0.0           -2.44732E-4   -0.1439       1.46817       0.98534
0.9           301.03        0.0           -2.44559E-4   -9.55959E-2   1.60131       1.14101
0.95          300.893       0.0           -2.44367E-4   0.10877       1.79719       1.34883
1.            300.763       0.0           -2.44157E-4   3.85321E-2    1.93873       1.43928
1.            300.763       0.0           -2.44157E-4   0.34082       2.13173       1.59603
1.            300.763       0.0           -2.44157E-4   0.38525       2.26497       1.63249
1.00005       300.763       0.0           -2.44157E-4   1.64841       2.648         2.08534

 141          z =  13,90146                44           x-z-plane
x =           Temp          Pump Light    z-disp        Sxx           Syy           Szz
-0.99995      300.752       0.0           -2.2389E-4    8.63185E-2    1.86573       1.49115
-0.95         300.881       0.0           -2.2388E-4    0.16155       1.92207       1.44857
-0.9          301.018       0.0           -2.23866E-4   -0.22599      1.62804       1.14037
-0.85         301.162       0.0           -2.23853E-4   -0.40472      1.37591       0.90264
-0.8          301.315       0.0           -2.23825E-4   -0.31534      1.38016       0.82455
-0.75         301.478       0.0           -2.23798E-4   -0.62378      1.17427       0.55575
-0.7          301.652       0.0           -2.23762E-4   -0.73164      1.01391       0.34981
-0.65         301.839       0.0           -2.23732E-4   -0.76533      0.91309       0.17349
-0.6          302.041       3.09128E-5    -2.23686E-4   -0.9449       0.72159       -8.28058E-2
-0.55         302.26        2.10582E-4    -2.23638E-4   -1.16156      0.52423       -0.36062
-0.5          302.501       1.06953E-3    -2.23591E-4   -1.20784      0.38621       -0.58374
-0.45         302.766       4.64554E-3    -2.23541E-4   -1.3484       0.19617       -0.86918
-0.4          303.062       1.7263E-2     -2.23485E-4   -1.50822      -1.81845E-2   -1.1894
-0.35         303.395       5.49037E-2    -2.23423E-4   -1.6023       -0.25043      -1.52075
-0.3          303.769       0.14951       -2.23357E-4   -1.89212      -0.66361      -1.99585
-0.25         304.184       0.34871       -2.23287E-4   -2.14963      -1.14074      -2.50939
-0.2          304.628       0.69689       -2.23209E-4   -2.37221      -1.58352      -3.02107
-0.15         305.071       1.19367       -2.23128E-4   -2.59549      -2.06275      -3.54339
-0.1          305.458       1.75284       -2.2304E-4    -2.76381      -2.49066      -3.99597
-5.E-2        305.728       2.2071        -2.22951E-4   -2.879        -2.78494      -4.30892
-2.22045E-16  305.825       2.38329       -2.22855E-4   -2.89096      -2.87549      -4.40802
5.E-2         305.728       2.2071        -2.22755E-4   -2.8392       -2.74215      -4.28389
0.1           305.459       1.75284       -2.22651E-4   -2.71183      -2.44568      -3.96758
0.15          305.071       1.19367       -2.22545E-4   -2.54279      -2.01964      -3.51719
0.2           304.628       0.69689       -2.22432E-4   -2.33626      -1.54839      -3.00192
0.25          304.184       0.34871       -2.22316E-4   -2.16599      -1.15742      -2.52016
0.3           303.769       0.14951       -2.22198E-4   -1.92096      -0.70007      -2.01869
0.35          303.395       5.49037E-2    -2.22078E-4   -1.61632      -0.26121      -1.53362
0.4           303.063       1.7263E-2     -2.21955E-4   -1.46305      -2.05764E-2   -1.18229
0.45          302.767       4.64554E-3    -2.21831E-4   -1.26936      0.23815       -0.84039
0.5           302.501       1.06953E-3    -2.21706E-4   -1.14628      0.46358       -0.54983
0.55          302.26        2.10582E-4    -2.21579E-4   -1.11487      0.60461       -0.33163
0.6           302.041       3.09128E-5    -2.21441E-4   -0.95203      0.80236       -7.08691E-2
0.65          301.839       0.0           -2.21301E-4   -0.82651      0.94598       0.15451
0.7           301.652       0.0           -2.21155E-4   -0.65042      1.11127       0.39295
0.75          301.478       0.0           -2.20996E-4   -0.45631      1.27921       0.62328
0.8           301.315       0.0           -2.20851E-4   -0.26494      1.37338       0.81934
0.85          301.162       0.0           -2.20683E-4   -0.15482      1.4981        0.99013
0.9           301.018       0.0           -2.20525E-4   -0.10129      1.61448       1.13539
0.95          300.881       0.0           -2.20351E-4   0.11538       1.81202       1.35117
1.            300.752       0.0           -2.20205E-4   4.06128E-2    2.04646       1.47833
1.            300.752       0.0           -2.20205E-4   0.22066       1.95545       1.52337
1.            300.752       0.0           -2.20205E-4   0.40459       2.28509       1.67461
1.00005       300.751       0.0           -2.20205E-4   1.3086        2.2403        1.97544

 142          z =  14,00133                44           x-z-plane
x =           Temp          Pump Light    z-disp        Sxx           Syy           Szz
-0.99995      300.74        0.0           -1.99842E-4   0.11086       1.80838       1.4706
-0.95         300.869       0.0           -1.99839E-4   0.13066       1.92993       1.4069
-0.9          301.006       0.0           -1.9983E-4    -0.22833      1.64021       1.11948
-0.85         301.15        0.0           -1.99809E-4   -0.38714      1.35511       0.88933
-0.8          301.302       0.0           -1.99777E-4   -0.30074      1.35218       0.80621
-0.75         301.465       0.0           -1.99751E-4   -0.60382      1.17102       0.54897
-0.7          301.639       0.0           -1.99719E-4   -0.70713      1.02054       0.34959
-0.65         301.825       0.0           -1.9969E-4    -0.74978      0.90467       0.16831
-0.6          302.027       3.08667E-5    -1.99654E-4   -0.94903      0.69918       -9.67408E-2
-0.55         302.246       2.10268E-4    -1.99609E-4   -1.1745       0.499         -0.37762
-0.5          302.487       1.06794E-3    -1.99556E-4   -1.22808      0.36304       -0.60131
-0.45         302.752       4.6386E-3     -1.99499E-4   -1.37261      0.17594       -0.88573
-0.4          303.047       1.72371E-2    -1.99439E-4   -1.52774      -3.24722E-2   -1.20126
-0.35         303.379       5.48216E-2    -1.99377E-4   -1.61393      -0.26233      -1.53002
-0.3          303.753       0.14928       -1.99312E-4   -1.89781      -0.6721       -2.00147
-0.25         304.167       0.34819       -1.99242E-4   -2.15057      -1.14461      -2.51027
-0.2          304.611       0.69584       -1.99163E-4   -2.37315      -1.58768      -3.02246
-0.15         305.053       1.19188       -1.99081E-4   -2.59658      -2.06714      -3.54473
-0.1          305.44        1.75022       -1.98994E-4   -2.76409      -2.49415      -3.99595
-5.E-2        305.709       2.2038        -1.98904E-4   -2.87924      -2.78789      -4.30782
-2.22045E-16  305.806       2.37972       -1.98808E-4   -2.89151      -2.87704      -4.4061
5.E-2         305.709       2.2038        -1.98708E-4   -2.83904      -2.74501      -4.28295
0.1           305.44        1.75022       -1.98605E-4   -2.71152      -2.44773      -3.96657
0.15          305.053       1.19188       -1.985E-4     -2.54443      -2.02434      -3.51604
0.2           304.611       0.69584       -1.98387E-4   -2.33767      -1.55416      -3.00085
0.25          304.167       0.34819       -1.98271E-4   -2.16703      -1.16262      -2.52051
0.3           303.753       0.14928       -1.98155E-4   -1.92453      -0.70725      -2.01971
0.35          303.379       5.48216E-2    -1.98037E-4   -1.62272      -0.27071      -1.53587
0.4           303.048       1.72371E-2    -1.97917E-4   -1.46995      -3.40684E-2   -1.18697
0.45          302.752       4.6386E-3     -1.97794E-4   -1.29365      0.21566       -0.85048
0.5           302.487       1.06794E-3    -1.97666E-4   -1.1718       0.43887       -0.55885
0.55          302.247       2.10268E-4    -1.97539E-4   -1.12601      0.58683       -0.33197
0.6           302.027       3.08667E-5    -1.97403E-4   -0.95834      0.78799       -6.68E-2
0.65          301.826       0.0           -1.97268E-4   -0.81963      0.93376       0.15679
0.7           301.639       0.0           -1.97126E-4   -0.64465      1.10456       0.38695
0.75          301.465       0.0           -1.96976E-4   -0.45628      1.26572       0.6107
0.8           301.302       0.0           -1.96834E-4   -0.25969      1.35897       0.81332
0.85          301.15        0.0           -1.96663E-4   -0.15703      1.46663       0.984
0.9           301.006       0.0           -1.96504E-4   -0.11718      1.60716       1.13807
0.95          300.869       0.0           -1.9631E-4    9.19706E-2    1.81063       1.36673
1.            300.74        0.0           -1.96118E-4   7.81669E-2    1.98957       1.50165
1.            300.74        0.0           -1.96118E-4   0.35319       2.04643       1.6016
1.            300.74        0.0           -1.96118E-4   0.44328       2.26153       1.68603
1.00005       300.74        0.0           -1.96118E-4   2.29514       3.25498       2.52078

 143          z =  14,1012   44           x-z-plane
x =           Temp          Pump Light    z-disp        Sxx           Syy           Szz
-0.99995      300.729       0.0           -1.75781E-4   0.11694       1.8447        1.50673
-0.95         300.858       0.0           -1.75788E-4   0.15395       1.91443       1.45571
-0.9          300.994       0.0           -1.75772E-4   -0.20547      1.61238       1.15026
-0.85         301.137       0.0           -1.75763E-4   -0.39612      1.36643       0.91129
-0.8          301.29        0.0           -1.75735E-4   -0.28887      1.36522       0.83385
-0.75         301.452       0.0           -1.7571E-4    -0.61057      1.17512       0.55608
-0.7          301.626       0.0           -1.75679E-4   -0.72231      1.03309       0.35556
-0.65         301.812       0.0           -1.75651E-4   -0.757        0.92552       0.18702
-0.6          302.014       3.08206E-5    -1.75606E-4   -0.94581      0.72287       -6.90155E-2
-0.55         302.233       2.09954E-4    -1.75555E-4   -1.16214      0.52          -0.34992
-0.5          302.472       1.06634E-3    -1.75504E-4   -1.20801      0.38182       -0.57442
-0.45         302.737       4.63166E-3    -1.75451E-4   -1.34466      0.19735       -0.85764
-0.4          303.032       1.72114E-2    -1.7539E-4    -1.49977      -1.40311E-2   -1.17609
-0.35         303.364       5.47396E-2    -1.75327E-4   -1.59492      -0.24935      -1.50909
-0.3          303.737       0.14906       -1.75261E-4   -1.88407      -0.65904      -1.9805
-0.25         304.15        0.34767       -1.75189E-4   -2.14033      -1.13425      -2.49135
-0.2          304.593       0.6948        -1.7511E-4    -2.36308      -1.57723      -3.00299
-0.15         305.034       1.1901        -1.75028E-4   -2.58581      -2.0559       -3.52378
-0.1          305.421       1.74759       -1.74939E-4   -2.7532       -2.48214      -3.97386
-5.E-2        305.69        2.2005        -1.74848E-4   -2.86914      -2.77487      -4.2853
-2.22045E-16  305.787       2.37616       -1.74753E-4   -2.88037      -2.86468      -4.38395
5.E-2         305.69        2.2005        -1.74654E-4   -2.82781      -2.73102      -4.26041
0.1           305.421       1.74759       -1.7455E-4    -2.7009       -2.43595      -3.94373
0.15          305.035       1.1901        -1.74445E-4   -2.53443      -2.0139       -3.49391
0.2           304.594       0.6948        -1.74332E-4   -2.32702      -1.5435       -2.98019
0.25          304.151       0.34767       -1.74217E-4   -2.15747      -1.15304      -2.50007
0.3           303.737       0.14906       -1.74102E-4   -1.91369      -0.69838      -1.99895
0.35          303.364       5.47396E-2    -1.73984E-4   -1.60493      -0.26062      -1.51318
0.4           303.032       1.72114E-2    -1.73865E-4   -1.45729      -2.34886E-2   -1.16241
0.45          302.737       4.63166E-3    -1.73741E-4   -1.27599      0.22992       -0.82301
0.5           302.472       1.06634E-3    -1.73617E-4   -1.14282      0.4582        -0.53055
0.55          302.233       2.09954E-4    -1.73495E-4   -1.10749      0.60328       -0.31024
0.6           302.014       3.08206E-5    -1.7336E-4    -0.94275      0.80201       -4.92379E-2
0.65          301.812       0.0           -1.73224E-4   -0.81204      0.93971       0.17196
