"0"
"=0,9","=302,623","=0","=-0,00336376","=-0,21055","=1,74078","=1,26856",
"=0,95","=302,459","=0","=-0,00336361","=-0,0183486","=1,98779","=1,5309",
"=1","=302,304","=0","=-0,00336353","=-0,0404915","=2,20352","=1,74126",
"=1","=302,304","=0","=-0,00336353","=0,15308","=2,03798","=1,74823",
"=1","=302,304","=0","=-0,00336353","=0,32972","=2,46373","=1,97089",
"=1,00005","=302,304","=0","=-0,00336353","=2,22744","=3,23168","=2,77862",

"1,318242"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,296","=0","=-0,00334456","=0,23457","=2,23575","=1,71788",
"=-0,95","=302,451","=0","=-0,00334438","=0,11767","=2,20275","=1,57696",
"=-0,9","=302,615","=0","=-0,0033442","=-0,2168","=1,91936","=1,2506",
"=-0,85","=302,788","=0","=-0,00334407","=-0,35511","=1,71086","=1,01729",
"=-0,8","=302,972","=0","=-0,00334396","=-0,34927","=1,59517","=0,86911",
"=-0,75","=303,168","=0","=-0,00334387","=-0,64485","=1,38914","=0,60115",
"=-0,7","=303,377","=0","=-0,00334382","=-0,77851","=1,19287","=0,38118",
"=-0,65","=303,602","=0","=-0,00334377","=-0,90779","=1,03873","=0,18429",
"=-0,6","=303,846","=0,0000373236","=-0,00334374","=-1,16908","=0,77332","=-0,0925116",
"=-0,55","=304,11","=0,000254265","=-0,00334373","=-1,43213","=0,55524","=-0,3837",
"=-0,5","=304,4","=0,00129146","=-0,00334372","=-1,52231","=0,35601","=-0,63227",
"=-0,45","=304,72","=0,00560972","=-0,00334368","=-1,65413","=0,0762167","=-0,94151",
"=-0,4","=305,077","=0,0208467","=-0,00334365","=-1,88811","=-0,14737","=-1,29533",
"=-0,35","=305,478","=0,0663038","=-0,00334359","=-2,04903","=-0,43576","=-1,6828",
"=-0,3","=305,929","=0,18056","=-0,00334353","=-2,3636","=-0,94884","=-2,21715",
"=-0,25","=306,43","=0,42114","=-0,00334343","=-2,6984","=-1,51871","=-2,81658",
"=-0,2","=306,967","=0,84165","=-0,00334334","=-2,95135","=-2,04577","=-3,41094",
"=-0,15","=307,501","=1,44165","=-0,00334323","=-3,22573","=-2,63262","=-4,0275",
"=-0,1","=307,969","=2,11701","=-0,0033431","=-3,44187","=-3,13243","=-4,55831",
"=-0,05","=308,294","=2,66567","=-0,00334297","=-3,59403","=-3,48538","=-4,93668",
"=-2,22045e-16","=308,411","=2,87847","=-0,00334281","=-3,61299","=-3,61384","=-5,05647",
"=0,05","=308,294","=2,66567","=-0,00334265","=-3,53985","=-3,46447","=-4,9071",
"=0,1","=307,969","=2,11701","=-0,00334244","=-3,41016","=-3,11729","=-4,542",
"=0,15","=307,501","=1,44165","=-0,00334222","=-3,19959","=-2,60807","=-4,00432",
"=0,2","=306,967","=0,84165","=-0,00334199","=-2,92463","=-2,02733","=-3,38256",
"=0,25","=306,43","=0,42114","=-0,00334174","=-2,69507","=-1,52747","=-2,80418",
"=0,3","=305,929","=0,18056","=-0,00334146","=-2,41245","=-0,97516","=-2,21815",
"=0,35","=305,478","=0,0663038","=-0,00334116","=-2,04773","=-0,46527","=-1,65075",
"=0,4","=305,077","=0,0208467","=-0,00334084","=-1,87261","=-0,15467","=-1,24051",
"=0,45","=304,72","=0,00560972","=-0,00334052","=-1,68378","=0,12276","=-0,87794",
"=0,5","=304,4","=0,00129146","=-0,00334021","=-1,47441","=0,39039","=-0,53256",
"=0,55","=304,11","=0,000254265","=-0,00333991","=-1,3694","=0,59335","=-0,27481",
"=0,6","=303,845","=0,0000373236","=-0,00333963","=-1,15536","=0,81763","=0,0194252",
"=0,65","=303,602","=0","=-0,00333934","=-0,99631","=1,00033","=0,2677",
"=0,7","=303,377","=0","=-0,00333908","=-0,78457","=1,21998","=0,52361",
"=0,75","=303,167","=0","=-0,00333881","=-0,55693","=1,42474","=0,78502",
"=0,8","=302,972","=0","=-0,00333859","=-0,34091","=1,52701","=1,01378",
"=0,85","=302,788","=0","=-0,00333834","=-0,25257","=1,59916","=1,1845",
"=0,9","=302,614","=0","=-0,00333818","=-0,13105","=1,83524","=1,41268",
"=0,95","=302,451","=0","=-0,003338","=0,16763","=2,06617","=1,70016",
"=1","=302,295","=0","=-0,00333784","=0,29321","=2,24159","=1,96518",
"=1","=302,295","=0","=-0,00333784","=0,4592","=2,25422","=1,98749",
"=1","=302,295","=0","=-0,00333784","=0,56871","=2,43764","=2,11594",
"=1,00005","=302,295","=0","=-0,00333784","=1,50761","=2,6485","=2,4575",

"1,418109"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,287","=0","=-0,00331916","=0,18072","=2,11749","=1,59162",
"=-0,95","=302,442","=0","=-0,003319","=0,031538","=2,19367","=1,43355",
"=-0,9","=302,606","=0","=-0,00331886","=-0,28278","=1,8796","=1,09659",
"=-0,85","=302,779","=0","=-0,00331873","=-0,40348","=1,64883","=0,88481",
"=-0,8","=302,962","=0","=-0,0033186","=-0,42872","=1,57733","=0,74132",
"=-0,75","=303,158","=0","=-0,00331848","=-0,73649","=1,34849","=0,45973",
"=-0,7","=303,367","=0","=-0,00331841","=-0,84857","=1,16386","=0,25662",
"=-0,65","=303,592","=0","=-0,00331831","=-0,95702","=1,00223","=0,0444308",
"=-0,6","=303,835","=0,0000372678","=-0,00331824","=-1,22097","=0,73286","=-0,26093",
"=-0,55","=304,099","=0,000253884","=-0,00331818","=-1,52014","=0,50384","=-0,57176",
"=-0,5","=304,388","=0,00128952","=-0,00331812","=-1,57714","=0,27851","=-0,82681",
"=-0,45","=304,708","=0,00560132","=-0,00331804","=-1,73352","=0,0503489","=-1,13706",
"=-0,4","=305,065","=0,0208155","=-0,00331797","=-1,96008","=-0,17716","=-1,49875",
"=-0,35","=305,465","=0,0662045","=-0,00331788","=-2,08523","=-0,50636","=-1,88963",
"=-0,3","=305,916","=0,18029","=-0,00331778","=-2,40444","=-0,96891","=-2,41954",
"=-0,25","=306,416","=0,42051","=-0,00331766","=-2,72825","=-1,54081","=-3,02198",
"=-0,2","=306,951","=0,84039","=-0,00331755","=-2,98209","=-2,06703","=-3,6146",
"=-0,15","=307,485","=1,43949","=-0,00331742","=-3,26644","=-2,65572","=-4,24293",
"=-0,1","=307,952","=2,11384","=-0,00331728","=-3,47868","=-3,16877","=-4,78668",
"=-0,05","=308,277","=2,66168","=-0,00331715","=-3,62025","=-3,5175","=-5,15162",
"=-2,22045e-16","=308,394","=2,87416","=-0,00331698","=-3,63374","=-3,6369","=-5,27248",
"=0,05","=308,277","=2,66168","=-0,00331682","=-3,58149","=-3,50833","=-5,14119",
"=0,1","=307,952","=2,11384","=-0,00331662","=-3,45923","=-3,16472","=-4,77784",
"=0,15","=307,485","=1,43949","=-0,00331641","=-3,24253","=-2,6383","=-4,22971",
"=0,2","=306,951","=0,84039","=-0,0033162","=-2,95723","=-2,06686","=-3,60725",
"=0,25","=306,416","=0,42051","=-0,00331596","=-2,7418","=-1,55682","=-3,02125",
"=0,3","=305,916","=0,18029","=-0,00331569","=-2,44001","=-1,02057","=-2,42508",
"=0,35","=305,465","=0,0662045","=-0,00331541","=-2,15004","=-0,52434","=-1,88748",
"=0,4","=305,065","=0,0208155","=-0,00331511","=-2,00386","=-0,23726","=-1,49568",
"=0,45","=304,708","=0,00560132","=-0,00331482","=-1,73265","=0,0624814","=-1,08643",
"=0,5","=304,388","=0,00128952","=-0,00331453","=-1,55389","=0,33651","=-0,74992",
"=0,55","=304,099","=0,000253884","=-0,00331427","=-1,44359","=0,52461","=-0,47327",
"=0,6","=303,834","=0,0000372678","=-0,003314","=-1,2455","=0,75961","=-0,1672",
"=0,65","=303,591","=0","=-0,00331375","=-1,06513","=0,9507","=0,0898303",
"=0,7","=303,367","=0","=-0,00331352","=-0,85983","=1,17534","=0,36342",
"=0,75","=303,157","=0","=-0,00331327","=-0,6226","=1,35928","=0,62781",
"=0,8","=302,962","=0","=-0,00331305","=-0,38605","=1,48641","=0,86889",
"=0,85","=302,778","=0","=-0,00331281","=-0,2767","=1,56662","=1,05625",
"=0,9","=302,605","=0","=-0,00331262","=-0,18498","=1,76255","=1,26524",
"=0,95","=302,442","=0","=-0,00331242","=0,029306","=1,99759","=1,55715",
"=1","=302,286","=0","=-0,0033122","=-0,000992835","=2,16549","=1,75745",
"=1","=302,286","=0","=-0,00331219","=0,26924","=2,22766","=1,86607",
"=1","=302,286","=0","=-0,00331219","=0,28947","=2,38535","=1,90474",
"=1,00005","=302,286","=0","=-0,00331219","=2,28747","=3,17672","=2,7311",

"1,517976"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,278","=0","=-0,00329384","=0,15917","=2,24676","=1,65118",
"=-0,95","=302,432","=0","=-0,0032937","=0,0862212","=2,1976","=1,48798",
"=-0,9","=302,596","=0","=-0,00329359","=-0,2187","=1,94551","=1,21281",
"=-0,85","=302,769","=0","=-0,00329343","=-0,37927","=1,74006","=1,01445",
"=-0,8","=302,952","=0","=-0,00329329","=-0,41619","=1,63416","=0,85724",
"=-0,75","=303,147","=0","=-0,00329315","=-0,68539","=1,42035","=0,60259",
"=-0,7","=303,356","=0","=-0,00329302","=-0,79912","=1,23825","=0,39296",
"=-0,65","=303,581","=0","=-0,00329291","=-0,91366","=1,09173","=0,16699",
"=-0,6","=303,823","=0,000037212","=-0,00329281","=-1,14278","=0,84144","=-0,12325",
"=-0,55","=304,087","=0,000253504","=-0,00329271","=-1,38024","=0,60672","=-0,4216",
"=-0,5","=304,376","=0,00128759","=-0,00329262","=-1,45034","=0,4176","=-0,67947",
"=-0,45","=304,696","=0,00559294","=-0,00329251","=-1,62448","=0,18186","=-1,00358",
"=-0,4","=305,052","=0,0207843","=-0,00329242","=-1,82228","=-0,0949261","=-1,36992",
"=-0,35","=305,452","=0,0661054","=-0,00329229","=-1,97585","=-0,39301","=-1,76563",
"=-0,3","=305,901","=0,18002","=-0,00329217","=-2,30504","=-0,87413","=-2,30474",
"=-0,25","=306,401","=0,41988","=-0,00329203","=-2,63362","=-1,45379","=-2,90849",
"=-0,2","=306,936","=0,83913","=-0,0032919","=-2,88534","=-1,96101","=-3,50215",
"=-0,15","=307,468","=1,43734","=-0,00329176","=-3,16024","=-2,55949","=-4,13263",
"=-0,1","=307,935","=2,11068","=-0,00329162","=-3,37261","=-3,07183","=-4,67043",
"=-0,05","=308,26","=2,6577","=-0,00329146","=-3,51012","=-3,41912","=-5,0385",
"=-2,22045e-16","=308,376","=2,86986","=-0,0032913","=-3,5354","=-3,54619","=-5,16854",
"=0,05","=308,26","=2,6577","=-0,00329114","=-3,48751","=-3,42395","=-5,03508",
"=0,1","=307,935","=2,11068","=-0,00329095","=-3,3593","=-3,05196","=-4,65817",
"=0,15","=307,468","=1,43734","=-0,00329074","=-3,12695","=-2,53969","=-4,10791",
"=0,2","=306,936","=0,83913","=-0,00329054","=-2,86189","=-1,96432","=-3,48823",
"=0,25","=306,401","=0,41988","=-0,00329031","=-2,63797","=-1,48487","=-2,90325",
"=0,3","=305,901","=0,18002","=-0,00329005","=-2,38793","=-0,94045","=-2,31655",
"=0,35","=305,452","=0,0661054","=-0,00328979","=-2,10902","=-0,45977","=-1,78391",
"=0,4","=305,052","=0,0207843","=-0,00328951","=-1,88776","=-0,15168","=-1,35022",
"=0,45","=304,696","=0,00559294","=-0,00328923","=-1,63437","=0,15578","=-0,94641",
"=0,5","=304,376","=0,00128759","=-0,00328897","=-1,46202","=0,41056","=-0,60983",
"=0,55","=304,087","=0,000253504","=-0,00328872","=-1,361","=0,61806","=-0,32672",
"=0,6","=303,823","=0,000037212","=-0,00328848","=-1,16691","=0,84702","=-0,0340215",
"=0,65","=303,581","=0","=-0,00328824","=-0,99517","=1,04602","=0,24158",
"=0,7","=303,356","=0","=-0,00328801","=-0,80759","=1,21513","=0,50324",
"=0,75","=303,147","=0","=-0,00328777","=-0,58505","=1,39129","=0,76438",
"=0,8","=302,952","=0","=-0,00328756","=-0,34556","=1,54096","=1,01253",
"=0,85","=302,768","=0","=-0,00328733","=-0,23449","=1,66082","=1,19443",
"=0,9","=302,595","=0","=-0,00328715","=-0,1459","=1,84315","=1,4131",
"=0,95","=302,432","=0","=-0,0032869","=0,0791977","=2,06347","=1,67993",
"=1","=302,277","=0","=-0,00328666","=-0,000536309","=2,12298","=1,72069",
"=1","=302,277","=0","=-0,00328665","=0,27771","=2,27507","=1,8767",
"=1","=302,277","=0","=-0,00328666","=0,40647","=2,56024","=1,99614",
"=1,00005","=302,277","=0","=-0,00328666","=1,19537","=2,03442","=2,03943",

"1,617843"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,268","=0","=-0,00326845","=0,19329","=2,22036","=1,66785",
"=-0,95","=302,422","=0","=-0,00326832","=0,18675","=2,22988","=1,56696",
"=-0,9","=302,586","=0","=-0,00326816","=-0,13047","=2,02293","=1,34987",
"=-0,85","=302,758","=0","=-0,00326796","=-0,36328","=1,73929","=1,08103",
"=-0,8","=302,941","=0","=-0,00326779","=-0,3842","=1,66109","=0,94203",
"=-0,75","=303,137","=0","=-0,00326763","=-0,6576","=1,45091","=0,67692",
"=-0,7","=303,345","=0","=-0,00326749","=-0,76884","=1,28114","=0,45567",
"=-0,65","=303,569","=0","=-0,00326736","=-0,87467","=1,13124","=0,23794",
"=-0,6","=303,812","=0,0000371563","=-0,00326723","=-1,11487","=0,8508","=-0,0615678",
"=-0,55","=304,075","=0,000253125","=-0,00326711","=-1,36517","=0,62708","=-0,3709",
"=-0,5","=304,364","=0,00128567","=-0,00326699","=-1,45262","=0,43886","=-0,6417",
"=-0,45","=304,683","=0,00558457","=-0,00326685","=-1,60121","=0,18477","=-0,9632",
"=-0,4","=305,038","=0,0207532","=-0,00326672","=-1,81017","=-0,0538861","=-1,32809",
"=-0,35","=305,438","=0,0660065","=-0,00326657","=-1,94349","=-0,35355","=-1,72203",
"=-0,3","=305,887","=0,17975","=-0,00326643","=-2,2651","=-0,82787","=-2,25886",
"=-0,25","=306,386","=0,41925","=-0,00326627","=-2,58365","=-1,3785","=-2,85806",
"=-0,2","=306,92","=0,83788","=-0,00326612","=-2,82743","=-1,90219","=-3,45316",
"=-0,15","=307,451","=1,43519","=-0,00326597","=-3,10385","=-2,50098","=-4,08101",
"=-0,1","=307,918","=2,10752","=-0,00326582","=-3,30921","=-3,00512","=-4,61813",
"=-0,05","=308,242","=2,65372","=-0,00326566","=-3,44481","=-3,34951","=-4,98587",
"=-2,22045e-16","=308,358","=2,86557","=-0,0032655","=-3,47324","=-3,48077","=-5,11173",
"=0,05","=308,242","=2,65372","=-0,00326534","=-3,42182","=-3,33436","=-4,96815",
"=0,1","=307,918","=2,10752","=-0,00326515","=-3,28541","=-2,98389","=-4,59501",
"=0,15","=307,452","=1,43519","=-0,00326495","=-3,07103","=-2,47066","=-4,05162",
"=0,2","=306,92","=0,83788","=-0,00326475","=-2,79042","=-1,91479","=-3,4271",
"=0,25","=306,386","=0,41925","=-0,00326452","=-2,60987","=-1,41392","=-2,84185",
"=0,3","=305,887","=0,17975","=-0,00326426","=-2,36585","=-0,88083","=-2,25467",
"=0,35","=305,438","=0,0660065","=-0,00326401","=-2,03725","=-0,40256","=-1,69935",
"=0,4","=305,038","=0,0207532","=-0,00326373","=-1,83881","=-0,0905928","=-1,27641",
"=0,45","=304,683","=0,00558457","=-0,00326347","=-1,59678","=0,2004","=-0,87729",
"=0,5","=304,364","=0,00128567","=-0,00326322","=-1,42535","=0,47562","=-0,52702",
"=0,55","=304,075","=0,000253125","=-0,00326299","=-1,33153","=0,66005","=-0,24997",
"=0,6","=303,812","=0,0000371563","=-0,00326276","=-1,11521","=0,91201","=0,0744935",
"=0,65","=303,569","=0","=-0,00326253","=-0,96417","=1,05862","=0,32851",
"=0,7","=303,345","=0","=-0,00326231","=-0,75968","=1,24558","=0,59932",
"=0,75","=303,136","=0","=-0,00326208","=-0,52849","=1,45969","=0,87622",
"=0,8","=302,941","=0","=-0,00326188","=-0,29619","=1,59638","=1,11458",
"=0,85","=302,758","=0","=-0,00326166","=-0,22881","=1,66024","=1,28955",
"=0,9","=302,585","=0","=-0,00326146","=-0,13307","=1,86382","=1,50019",
"=0,95","=302,422","=0","=-0,00326124","=0,10598","=2,09124","=1,70075",
"=1","=302,267","=0","=-0,00326108","=0,0476583","=2,18567","=1,82153",
"=1","=302,267","=0","=-0,00326108","=0,25482","=2,1961","=1,89781",
"=1","=302,267","=0","=-0,00326108","=0,44585","=2,57859","=2,03992",
"=1,00005","=302,267","=0","=-0,00326108","=2,26941","=3,14369","=2,82227",

"1,71771"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,258","=0","=-0,00324315","=0,26368","=2,24319","=1,61804",
"=-0,95","=302,412","=0","=-0,00324299","=0,15039","=2,21504","=1,48133",
"=-0,9","=302,575","=0","=-0,00324279","=-0,21518","=1,95226","=1,17806",
"=-0,85","=302,748","=0","=-0,00324261","=-0,42697","=1,73326","=0,9261",
"=-0,8","=302,931","=0","=-0,00324241","=-0,43262","=1,6225","=0,78378",
"=-0,75","=303,125","=0","=-0,00324223","=-0,71339","=1,40995","=0,49707",
"=-0,7","=303,334","=0","=-0,00324208","=-0,84055","=1,23474","=0,27496",
"=-0,65","=303,558","=0","=-0,00324193","=-0,94712","=1,06048","=0,0524602",
"=-0,6","=303,8","=0,0000371007","=-0,00324177","=-1,18248","=0,80794","=-0,25489",
"=-0,55","=304,063","=0,000252746","=-0,00324163","=-1,42582","=0,58219","=-0,57374",
"=-0,5","=304,351","=0,00128374","=-0,0032415","=-1,50131","=0,37363","=-0,84354",
"=-0,45","=304,67","=0,00557621","=-0,00324134","=-1,65414","=0,15469","=-1,16794",
"=-0,4","=305,025","=0,0207222","=-0,00324119","=-1,85862","=-0,0996615","=-1,5407",
"=-0,35","=305,423","=0,0659077","=-0,00324103","=-2,00198","=-0,4014","=-1,94267",
"=-0,3","=305,872","=0,17948","=-0,00324086","=-2,33394","=-0,86741","=-2,4873",
"=-0,25","=306,37","=0,41863","=-0,00324069","=-2,65091","=-1,43773","=-3,09539",
"=-0,2","=306,903","=0,83662","=-0,00324053","=-2,90043","=-1,96622","=-3,69771",
"=-0,15","=307,434","=1,43304","=-0,00324037","=-3,17013","=-2,55117","=-4,32386",
"=-0,1","=307,9","=2,10436","=-0,00324022","=-3,37202","=-3,05884","=-4,86053",
"=-0,05","=308,223","=2,64975","=-0,00324005","=-3,51265","=-3,4085","=-5,23224",
"=-2,22045e-16","=308,34","=2,86128","=-0,00323989","=-3,54527","=-3,53043","=-5,3582",
"=0,05","=308,223","=2,64975","=-0,00323972","=-3,4877","=-3,40097","=-5,21862",
"=0,1","=307,9","=2,10436","=-0,00323953","=-3,36236","=-3,04831","=-4,84617",
"=0,15","=307,434","=1,43304","=-0,00323933","=-3,12633","=-2,54443","=-4,29171",
"=0,2","=306,903","=0,83662","=-0,00323913","=-2,89402","=-1,97697","=-3,667",
"=0,25","=306,37","=0,41863","=-0,00323889","=-2,72315","=-1,48953","=-3,08882",
"=0,3","=305,872","=0,17948","=-0,00323863","=-2,43216","=-0,97329","=-2,49752",
"=0,35","=305,424","=0,0659077","=-0,00323839","=-2,1122","=-0,4748","=-1,94197",
"=0,4","=305,025","=0,0207222","=-0,00323813","=-1,903","=-0,16549","=-1,51146",
"=0,45","=304,67","=0,00557621","=-0,00323787","=-1,65925","=0,15311","=-1,09755",
"=0,5","=304,351","=0,00128374","=-0,00323764","=-1,49265","=0,40953","=-0,75273",
"=0,55","=304,063","=0,000252746","=-0,00323741","=-1,39608","=0,61242","=-0,45891",
"=0,6","=303,8","=0,0000371007","=-0,00323718","=-1,20793","=0,81953","=-0,15545",
"=0,65","=303,558","=0","=-0,00323695","=-1,06233","=0,95747","=0,10525",
"=0,7","=303,334","=0","=-0,00323673","=-0,84353","=1,1911","=0,40191",
"=0,75","=303,125","=0","=-0,00323649","=-0,60716","=1,39684","=0,68213",
"=0,8","=302,93","=0","=-0,0032363","=-0,36766","=1,5299","=0,94455",
"=0,85","=302,747","=0","=-0,00323606","=-0,27942","=1,63484","=1,13636",
"=0,9","=302,575","=0","=-0,00323588","=-0,15237","=1,83887","=1,3487",
"=0,95","=302,412","=0","=-0,00323568","=0,13288","=2,0669","=1,62623",
"=1","=302,257","=0","=-0,00323543","=0,12661","=2,16737","=1,85102",
"=1","=302,257","=0","=-0,00323543","=0,34888","=2,33869","=1,91657",
"=1","=302,257","=0","=-0,00323543","=0,53479","=2,53642","=2,09831",
"=1,00005","=302,257","=0","=-0,00323543","=1,3001","=2,60583","=2,34245",

"1,817577"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,247","=0","=-0,00321786","=0,24419","=2,20934","=1,63915",
"=-0,95","=302,402","=0","=-0,00321773","=0,10414","=2,26719","=1,48562",
"=-0,9","=302,564","=0","=-0,00321753","=-0,21881","=1,9827","=1,19914",
"=-0,85","=302,737","=0","=-0,00321733","=-0,40144","=1,7251","=0,95016",
"=-0,8","=302,919","=0","=-0,00321713","=-0,41939","=1,64293","=0,79084",
"=-0,75","=303,114","=0","=-0,00321695","=-0,68682","=1,4456","=0,53161",
"=-0,7","=303,322","=0","=-0,00321677","=-0,79729","=1,25548","=0,30617",
"=-0,65","=303,546","=0","=-0,0032166","=-0,91449","=1,07832","=0,0650328",
"=-0,6","=303,788","=0,0000370452","=-0,00321644","=-1,1627","=0,80917","=-0,25503",
"=-0,55","=304,05","=0,000252368","=-0,0032163","=-1,41837","=0,55636","=-0,57786",
"=-0,5","=304,338","=0,00128182","=-0,00321614","=-1,50959","=0,37743","=-0,8523",
"=-0,45","=304,656","=0,00556786","=-0,00321597","=-1,66558","=0,14503","=-1,18209",
"=-0,4","=305,011","=0,0206911","=-0,0032158","=-1,8651","=-0,10196","=-1,55504",
"=-0,35","=305,409","=0,065809","=-0,00321563","=-2,00644","=-0,38807","=-1,95591",
"=-0,3","=305,857","=0,17921","=-0,00321545","=-2,32595","=-0,86509","=-2,50292",
"=-0,25","=306,354","=0,418","=-0,00321527","=-2,63538","=-1,42924","=-3,1094",
"=-0,2","=306,887","=0,83537","=-0,0032151","=-2,88475","=-1,95416","=-3,71214",
"=-0,15","=307,417","=1,43089","=-0,00321494","=-3,149","=-2,54169","=-4,33644",
"=-0,1","=307,882","=2,10121","=-0,00321478","=-3,35184","=-3,05215","=-4,87345",
"=-0,05","=308,205","=2,64578","=-0,00321461","=-3,49586","=-3,38663","=-5,23977",
"=-2,22045e-16","=308,321","=2,85699","=-0,00321444","=-3,51991","=-3,52325","=-5,36707",
"=0,05","=308,205","=2,64578","=-0,00321428","=-3,47022","=-3,38258","=-5,22348",
"=0,1","=307,882","=2,10121","=-0,00321408","=-3,32366","=-3,04415","=-4,84197",
"=0,15","=307,417","=1,43089","=-0,00321387","=-3,13337","=-2,52028","=-4,288",
"=0,2","=306,887","=0,83537","=-0,00321365","=-2,91218","=-1,96555","=-3,67393",
"=0,25","=306,354","=0,418","=-0,00321342","=-2,69408","=-1,48965","=-3,08586",
"=0,3","=305,857","=0,17921","=-0,00321316","=-2,41496","=-0,9553","=-2,49569",
"=0,35","=305,409","=0,065809","=-0,00321292","=-2,08681","=-0,4591","=-1,93276",
"=0,4","=305,011","=0,0206911","=-0,00321266","=-1,88523","=-0,13599","=-1,4967",
"=0,45","=304,656","=0,00556786","=-0,00321242","=-1,64997","=0,15597","=-1,09276",
"=0,5","=304,338","=0,00128182","=-0,00321218","=-1,47913","=0,42402","=-0,73244",
"=0,55","=304,05","=0,000252368","=-0,00321195","=-1,38182","=0,61699","=-0,43944",
"=0,6","=303,788","=0,0000370452","=-0,00321171","=-1,1949","=0,82402","=-0,1294",
"=0,65","=303,546","=0","=-0,00321148","=-1,03264","=1,00367","=0,14609",
"=0,7","=303,322","=0","=-0,00321127","=-0,82433","=1,2232","=0,42839",
"=0,75","=303,114","=0","=-0,00321103","=-0,57835","=1,42636","=0,7143",
"=0,8","=302,919","=0","=-0,00321082","=-0,33722","=1,5662","=0,97062",
"=0,85","=302,737","=0","=-0,00321058","=-0,26111","=1,62982","=1,1355",
"=0,9","=302,564","=0","=-0,00321039","=-0,12655","=1,83988","=1,37449",
"=0,95","=302,402","=0","=-0,00321018","=0,0888994","=2,04946","=1,60294",
"=1","=302,247","=0","=-0,00320989","=0,0493788","=2,05913","=1,66132",
"=1","=302,247","=0","=-0,00320989","=0,3876","=2,32782","=1,8519",
"=1","=302,247","=0","=-0,00320989","=0,39826","=2,45285","=1,86315",
"=1,00005","=302,247","=0","=-0,00320989","=2,1166","=2,99508","=2,5096",

"1,917443"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,237","=0","=-0,00319255","=0,18683","=2,24078","=1,62119",
"=-0,95","=302,391","=0","=-0,00319241","=0,11918","=2,22424","=1,50419",
"=-0,9","=302,553","=0","=-0,00319221","=-0,21804","=1,96831","=1,20825",
"=-0,85","=302,725","=0","=-0,00319202","=-0,37399","=1,76752","=0,97519",
"=-0,8","=302,908","=0","=-0,0031918","=-0,3992","=1,67285","=0,82712",
"=-0,75","=303,102","=0","=-0,0031916","=-0,7103","=1,41818","=0,52471",
"=-0,7","=303,31","=0","=-0,00319142","=-0,84324","=1,21221","=0,27883",
"=-0,65","=303,534","=0","=-0,00319125","=-0,94985","=1,04812","=0,0484416",
"=-0,6","=303,775","=0,0000369898","=-0,00319108","=-1,16947","=0,78638","=-0,25759",
"=-0,55","=304,037","=0,00025199","=-0,00319091","=-1,40343","=0,58002","=-0,57002",
"=-0,5","=304,325","=0,0012799","=-0,00319075","=-1,4866","=0,39324","=-0,84885",
"=-0,45","=304,642","=0,00555953","=-0,00319057","=-1,63961","=0,15735","=-1,1838",
"=-0,4","=304,997","=0,0206602","=-0,00319039","=-1,85041","=-0,0818135","=-1,56372",
"=-0,35","=305,394","=0,0657105","=-0,00319021","=-1,99783","=-0,39208","=-1,97561",
"=-0,3","=305,841","=0,17894","=-0,00319003","=-2,31577","=-0,86596","=-2,52283",
"=-0,25","=306,338","=0,41737","=-0,00318983","=-2,62727","=-1,42967","=-3,13139",
"=-0,2","=306,87","=0,83412","=-0,00318967","=-2,87933","=-1,95882","=-3,73658",
"=-0,15","=307,399","=1,42875","=-0,00318949","=-3,14259","=-2,54766","=-4,36139",
"=-0,1","=307,863","=2,09807","=-0,00318933","=-3,34594","=-3,03941","=-4,89326",
"=-0,05","=308,186","=2,64182","=-0,00318915","=-3,48689","=-3,39441","=-5,26602",
"=-2,22045e-16","=308,302","=2,85272","=-0,00318898","=-3,51528","=-3,51813","=-5,38904",
"=0,05","=308,186","=2,64182","=-0,0031888","=-3,44363","=-3,39045","=-5,23678",
"=0,1","=307,863","=2,09807","=-0,0031886","=-3,34466","=-3,03417","=-4,8616",
"=0,15","=307,399","=1,42875","=-0,00318837","=-3,15906","=-2,51737","=-4,31424",
"=0,2","=306,87","=0,83412","=-0,00318815","=-2,89604","=-1,98006","=-3,6941",
"=0,25","=306,338","=0,41737","=-0,00318791","=-2,68658","=-1,48893","=-3,1096",
"=0,3","=305,841","=0,17894","=-0,00318766","=-2,40924","=-0,96084","=-2,51656",
"=0,35","=305,394","=0,0657105","=-0,00318741","=-2,07141","=-0,43953","=-1,94041",
"=0,4","=304,997","=0,0206602","=-0,00318716","=-1,87344","=-0,13469","=-1,51098",
"=0,45","=304,643","=0,00555953","=-0,00318691","=-1,63575","=0,16157","=-1,09454",
"=0,5","=304,325","=0,0012799","=-0,00318667","=-1,4679","=0,43199","=-0,73656",
"=0,55","=304,038","=0,00025199","=-0,00318644","=-1,37522","=0,61477","=-0,44866",
