"0"
"=-0,35","=305,598","=0,0698372","=-0,00368917","=-0,32154","=1,52366","=0,0286497",
"=-0,3","=306,058","=0,18947","=-0,00369143","=-0,24748","=1,38497","=-0,0135366",
"=-0,25","=306,567","=0,44018","=-0,00369371","=-0,24691","=1,14369","=-0,0387606",
"=-0,2","=307,113","=0,87595","=-0,00369579","=-0,11357","=0,86563","=-0,11223",
"=-0,15","=307,654","=1,49357","=-0,00369765","=-0,0545147","=0,59948","=-0,12532",
"=-0,1","=308,128","=2,18264","=-0,00369901","=-0,05615","=0,26294","=-0,30459",
"=-0,05","=308,454","=2,73424","=-0,00369995","=-0,0293968","=0,0821163","=-0,28332",
"=-2,22045e-16","=308,568","=2,93666","=-0,00370012","=0,0330937","=-0,0259055","=-0,36823",
"=0,05","=308,443","=2,70437","=-0,00369971","=-0,0475105","=0,0460175","=-0,29413",
"=0,1","=308,106","=2,13538","=-0,00369852","=-0,0815333","=0,24049","=-0,29463",
"=0,15","=307,627","=1,44561","=-0,00369688","=-0,10125","=0,56153","=-0,10202",
"=0,2","=307,082","=0,83895","=-0,00369476","=-0,14719","=0,7832","=-0,13393",
"=0,25","=306,536","=0,41729","=-0,00369252","=-0,27369","=1,03521","=-0,00756106",
"=0,3","=306,028","=0,17785","=-0,00368996","=-0,32371","=1,22067","=-0,0234902",
"=0,35","=305,571","=0,0649303","=-0,00368748","=-0,31167","=1,4495","=0,10575",
"=0,4","=305,166","=0,0202991","=-0,00368489","=-0,37698","=1,52177","=0,0321687",
"=0,45","=304,805","=0,00543236","=-0,00368245","=-0,46547","=1,53624","=0,0691414",
"=0,5","=304,482","=0,00124401","=-0,00367995","=-0,46369","=1,6129","=0,0290685",
"=0,55","=304,189","=0,000243685","=-0,00367764","=-0,65944","=1,59128","=0,00100177",
"=0,6","=303,922","=0,00003475","=-0,00367539","=-0,62379","=1,63731","=-0,0559268",
"=0,65","=303,677","=0","=-0,00367339","=-0,69956","=1,63851","=0,0193186",
"=0,7","=303,45","=0","=-0,0036713","=-0,81549","=1,60729","=-0,11812",
"=0,75","=303,238","=0","=-0,00366952","=-0,51796","=1,72419","=0,10543",
"=0,8","=303,04","=0","=-0,00366772","=-0,27247","=1,80477","=0,13722",
"=0,85","=302,853","=0","=-0,00366624","=-0,22611","=1,92745","=0,27663",
"=0,9","=302,677","=0","=-0,00366481","=-0,0232007","=2,00654","=0,2505",
"=0,95","=302,508","=0","=-0,0036633","=0,35112","=2,69674","=0,98562",
"=1","=302,332","=0","=-0,00365964","=0,52231","=2,69044","=-2,11497",
"=1","=302,333","=0","=-0,00365964","=0,87839","=1,37825","=-1,4436",
"=1","=302,333","=0","=-0,00365964","=-0,43126","=1,76102","=-2,88727",
"=1,00005","=302,332","=0","=-0,00365963","=4,8966","=3,52426","=-2,30561",

"0,1198402"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,371","=0","=-0,00364301","=0,25724","=2,22954","=0,55507",
"=-0,95","=302,53","=0","=-0,00364375","=0,0285268","=2,11081","=0,48333",
"=-0,9","=302,694","=0","=-0,00364468","=-0,18155","=2,00811","=0,50832",
"=-0,85","=302,868","=0","=-0,00364569","=-0,23723","=1,80151","=0,36354",
"=-0,8","=303,054","=0","=-0,00364695","=-0,26364","=1,82682","=0,39565",
"=-0,75","=303,251","=0","=-0,00364826","=-0,33451","=1,75297","=0,37876",
"=-0,7","=303,462","=0","=-0,00364968","=-0,46128","=1,61457","=0,29012",
"=-0,65","=303,69","=0","=-0,00365123","=-0,48523","=1,5197","=0,26417",
"=-0,6","=303,936","=0,0000380005","=-0,00365292","=-0,60518","=1,36926","=0,2265",
"=-0,55","=304,204","=0,000258876","=-0,00365471","=-0,6583","=1,31267","=0,21633",
"=-0,5","=304,497","=0,00131488","=-0,00365654","=-0,62531","=1,21612","=0,20666",
"=-0,45","=304,822","=0,00571146","=-0,00365847","=-0,63272","=1,11801","=0,24773",
"=-0,4","=305,184","=0,0212248","=-0,0036604","=-0,70375","=0,96379","=0,17994",
"=-0,35","=305,591","=0,0675064","=-0,00366236","=-0,74238","=0,75805","=0,15644",
"=-0,3","=306,049","=0,18383","=-0,00366425","=-0,9316","=0,4429","=0,0167514",
"=-0,25","=306,558","=0,42878","=-0,00366607","=-1,15894","=-0,0146251","=-0,17441",
"=-0,2","=307,103","=0,85692","=-0,0036677","=-1,31435","=-0,42149","=-0,37441",
"=-0,15","=307,645","=1,4678","=-0,00366911","=-1,43405","=-0,85533","=-0,56847",
"=-0,1","=308,12","=2,15541","=-0,00367016","=-1,64451","=-1,32834","=-0,84926",
"=-0,05","=308,448","=2,71402","=-0,00367077","=-1,72631","=-1,64415","=-0,96178",
"=-2,22045e-16","=308,565","=2,93068","=-0,00367089","=-1,77318","=-1,75281","=-1,05254",
"=0,05","=308,443","=2,71402","=-0,00367052","=-1,73598","=-1,64247","=-0,95468",
"=0,1","=308,109","=2,15541","=-0,00366962","=-1,66689","=-1,35982","=-0,82828",
"=0,15","=307,631","=1,4678","=-0,00366826","=-1,47789","=-0,92977","=-0,56675",
"=0,2","=307,087","=0,85692","=-0,00366665","=-1,23553","=-0,43812","=-0,3334",
"=0,25","=306,542","=0,42878","=-0,00366475","=-1,08965","=-0,0320381","=-0,0940343",
"=0,3","=306,033","=0,18383","=-0,00366269","=-0,95385","=0,3236","=0,00663097",
"=0,35","=305,575","=0,0675064","=-0,00366054","=-0,76138","=0,68347","=0,19426",
"=0,4","=305,169","=0,0212248","=-0,00365836","=-0,70903","=0,856","=0,21591",
"=0,45","=304,808","=0,00571146","=-0,00365618","=-0,62301","=1,02146","=0,29647",
"=0,5","=304,484","=0,00131488","=-0,00365403","=-0,57006","=1,18337","=0,30464",
"=0,55","=304,191","=0,000258876","=-0,00365195","=-0,58252","=1,24781","=0,30903",
"=0,6","=303,924","=0,0000380005","=-0,00364998","=-0,56174","=1,32664","=0,28573",
"=0,65","=303,678","=0","=-0,00364812","=-0,50446","=1,45413","=0,35259",
"=0,7","=303,451","=0","=-0,00364632","=-0,51499","=1,48523","=0,28802",
"=0,75","=303,239","=0","=-0,0036446","=-0,36338","=1,56263","=0,41636",
"=0,8","=303,041","=0","=-0,00364303","=-0,17906","=1,75409","=0,49464",
"=0,85","=302,856","=0","=-0,00364158","=-0,31054","=1,76649","=0,55296",
"=0,9","=302,68","=0","=-0,00364035","=-0,25681","=1,91983","=0,59858",
"=0,95","=302,512","=0","=-0,0036392","=-0,33507","=1,81623","=0,26411",
"=1","=302,355","=0","=-0,00363901","=-0,56272","=0,90921","=-0,74419",
"=1","=302,355","=0","=-0,003639","=-0,46384","=1,6205","=-0,83715",
"=1","=302,355","=0","=-0,00363901","=-0,85922","=1,03129","=-1,00318",
"=1,00005","=302,354","=0","=-0,00363901","=0,29598","=1,61439","=0,95967",

"0,2197071"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,369","=0","=-0,00361874","=0,24905","=1,91238","=0,56268",
"=-0,95","=302,526","=0","=-0,00361929","=0,044447","=1,92299","=0,53538",
"=-0,9","=302,691","=0","=-0,00362004","=-0,13257","=1,81818","=0,43273",
"=-0,85","=302,865","=0","=-0,00362097","=-0,25714","=1,61522","=0,3324",
"=-0,8","=303,05","=0","=-0,00362201","=-0,219","=1,63253","=0,3868",
"=-0,75","=303,248","=0","=-0,00362312","=-0,45212","=1,46562","=0,28613",
"=-0,7","=303,459","=0","=-0,00362437","=-0,57787","=1,30558","=0,18843",
"=-0,65","=303,686","=0","=-0,0036257","=-0,60044","=1,21401","=0,19599",
"=-0,6","=303,932","=0,0000379436","=-0,00362711","=-0,76045","=1,02613","=0,14095",
"=-0,55","=304,2","=0,000258489","=-0,00362863","=-0,90171","=0,9224","=0,10477",
"=-0,5","=304,493","=0,00131291","=-0,0036302","=-0,92289","=0,78934","=0,0948379",
"=-0,45","=304,817","=0,00570291","=-0,00363176","=-0,98461","=0,63112","=0,0757343",
"=-0,4","=305,179","=0,021193","=-0,00363338","=-1,11253","=0,45174","=0,00101733",
"=-0,35","=305,585","=0,0674053","=-0,00363494","=-1,20907","=0,21731","=-0,0594449",
"=-0,3","=306,043","=0,18356","=-0,00363644","=-1,48676","=-0,17346","=-0,27517",
"=-0,25","=306,551","=0,42814","=-0,00363785","=-1,76804","=-0,65487","=-0,54067",
"=-0,2","=307,095","=0,85563","=-0,00363911","=-1,97671","=-1,11801","=-0,81754",
"=-0,15","=307,637","=1,4656","=-0,00364013","=-2,18722","=-1,63033","=-1,11403",
"=-0,1","=308,112","=2,15219","=-0,0036409","=-2,42144","=-2,13996","=-1,45745",
"=-0,05","=308,441","=2,70996","=-0,00364129","=-2,57896","=-2,46756","=-1,6872",
"=-2,22045e-16","=308,558","=2,9263","=-0,00364137","=-2,61526","=-2,59599","=-1,77414",
"=0,05","=308,438","=2,70996","=-0,00364104","=-2,56066","=-2,4918","=-1,688",
"=0,1","=308,106","=2,15219","=-0,00364037","=-2,46783","=-2,17738","=-1,501",
"=0,15","=307,63","=1,4656","=-0,00363931","=-2,19787","=-1,66966","=-1,1451",
"=0,2","=307,087","=0,85563","=-0,00363806","=-1,90022","=-1,13809","=-0,77807",
"=0,25","=306,542","=0,42814","=-0,00363655","=-1,73038","=-0,72361","=-0,5406",
"=0,3","=306,033","=0,18356","=-0,00363491","=-1,50788","=-0,27891","=-0,29095",
"=0,35","=305,575","=0,0674053","=-0,00363312","=-1,24521","=0,12833","=-0,072288",
"=0,4","=305,169","=0,021193","=-0,00363132","=-1,13906","=0,34847","=0,0170525",
"=0,45","=304,807","=0,00570291","=-0,00362944","=-0,99322","=0,56326","=0,11414",
"=0,5","=304,483","=0,00131291","=-0,00362761","=-0,89382","=0,71869","=0,1561",
"=0,55","=304,19","=0,000258489","=-0,0036258","=-0,81567","=0,88486","=0,20513",
"=0,6","=303,923","=0,0000379436","=-0,00362412","=-0,76936","=0,99652","=0,2054",
"=0,65","=303,677","=0","=-0,00362247","=-0,60574","=1,16415","=0,28827",
"=0,7","=303,45","=0","=-0,00362092","=-0,56362","=1,21122","=0,29347",
"=0,75","=303,238","=0","=-0,00361936","=-0,35526","=1,37893","=0,39412",
"=0,8","=303,041","=0","=-0,00361798","=-0,1027","=1,52656","=0,49615",
"=0,85","=302,855","=0","=-0,00361662","=-0,13053","=1,52235","=0,48831",
"=0,9","=302,681","=0","=-0,00361552","=0,0876506","=1,64602","=0,58436",
"=0,95","=302,515","=0","=-0,00361439","=0,35376","=1,92099","=0,86708",
"=1","=302,357","=0","=-0,0036133","=0,60411","=2,61694","=1,23575",
"=1","=302,357","=0","=-0,00361329","=0,53435","=1,41452","=1,08279",
"=1","=302,357","=0","=-0,00361329","=0,9039","=2,58723","=1,48246",
"=1,00005","=302,357","=0","=-0,00361329","=2,71107","=3,21439","=1,67151",

"0,3195739"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,365","=0","=-0,00359458","=0,26715","=1,83894","=0,56409",
"=-0,95","=302,521","=0","=-0,00359498","=0,10728","=1,87936","=0,55647",
"=-0,9","=302,686","=0","=-0,00359558","=-0,17149","=1,67406","=0,45774",
"=-0,85","=302,861","=0","=-0,00359632","=-0,34009","=1,47158","=0,3889",
"=-0,8","=303,046","=0","=-0,0035972","=-0,31781","=1,41397","=0,38651",
"=-0,75","=303,243","=0","=-0,00359815","=-0,59062","=1,21553","=0,22158",
"=-0,7","=303,455","=0","=-0,00359923","=-0,67171","=1,10331","=0,19907",
"=-0,65","=303,682","=0","=-0,00360031","=-0,7232","=0,97594","=0,18279",
"=-0,6","=303,928","=0,0000378868","=-0,00360151","=-0,95752","=0,74983","=0,0370999",
"=-0,55","=304,195","=0,000258102","=-0,00360277","=-1,16074","=0,59512","=-0,0484641",
"=-0,5","=304,488","=0,00131095","=-0,00360406","=-1,17563","=0,45011","=-0,0754976",
"=-0,45","=304,812","=0,00569438","=-0,00360534","=-1,29285","=0,26878","=-0,1532",
"=-0,4","=305,173","=0,0211613","=-0,00360663","=-1,45531","=0,071615","=-0,24731",
"=-0,35","=305,579","=0,0673044","=-0,00360785","=-1,63037","=-0,21397","=-0,41048",
"=-0,3","=306,036","=0,18328","=-0,00360902","=-1,90469","=-0,63838","=-0,67004",
"=-0,25","=306,544","=0,4275","=-0,00361007","=-2,24432","=-1,18345","=-1,02181",
"=-0,2","=307,087","=0,85435","=-0,003611","=-2,51586","=-1,69046","=-1,39772",
"=-0,15","=307,628","=1,46341","=-0,00361172","=-2,7825","=-2,23826","=-1,80786",
"=-0,1","=308,103","=2,14896","=-0,00361225","=-3,01743","=-2,75597","=-2,18792",
"=-0,05","=308,432","=2,70591","=-0,00361251","=-3,22031","=-3,12026","=-2,49182",
"=-2,22045e-16","=308,55","=2,92192","=-0,00361252","=-3,22465","=-3,25147","=-2,56977",
"=0,05","=308,431","=2,70591","=-0,00361226","=-3,15288","=-3,09913","=-2,46879",
"=0,1","=308,1","=2,14896","=-0,00361173","=-3,01002","=-2,76166","=-2,18313",
"=0,15","=307,624","=1,46341","=-0,0036109","=-2,75682","=-2,25552","=-1,78791",
"=0,2","=307,082","=0,85435","=-0,00360992","=-2,44347","=-1,71158","=-1,36645",
"=0,25","=306,538","=0,4275","=-0,00360875","=-2,24142","=-1,23285","=-1,01488",
"=0,3","=306,03","=0,18328","=-0,00360741","=-1,96849","=-0,76361","=-0,67596",
"=0,35","=305,573","=0,0673044","=-0,00360598","=-1,672","=-0,31557","=-0,39941",
"=0,4","=305,166","=0,0211613","=-0,00360447","=-1,5015","=-0,0437267","=-0,21924",
"=0,45","=304,805","=0,00569438","=-0,00360292","=-1,3017","=0,1828","=-0,0952646",
"=0,5","=304,481","=0,00131095","=-0,00360138","=-1,12163","=0,42441","=0,0188173",
"=0,55","=304,188","=0,000258102","=-0,00359984","=-1,05625","=0,58938","=0,0657187",
"=0,6","=303,92","=0,0000378868","=-0,00359842","=-0,9614","=0,73085","=0,12062",
"=0,65","=303,675","=0","=-0,00359698","=-0,78856","=0,90201","=0,21708",
"=0,7","=303,448","=0","=-0,00359562","=-0,68309","=1,02159","=0,28556",
"=0,75","=303,236","=0","=-0,00359427","=-0,42844","=1,16562","=0,38188",
"=0,8","=303,039","=0","=-0,00359306","=-0,14524","=1,35487","=0,50213",
"=0,85","=302,853","=0","=-0,00359191","=-0,19057","=1,39729","=0,46568",
"=0,9","=302,679","=0","=-0,00359101","=-0,21708","=1,52594","=0,45025",
"=0,95","=302,514","=0","=-0,00359017","=-0,1449","=1,79235","=0,42942",
"=1","=302,357","=0","=-0,0035898","=-0,24989","=1,76053","=0,2954",
"=1","=302,357","=0","=-0,0035898","=0,0811684","=1,87461","=0,33279",
"=1","=302,357","=0","=-0,0035898","=-0,0892988","=1,82268","=0,23189",
"=1,00005","=302,357","=0","=-0,0035898","=2,06022","=2,89714","=1,39825",

"0,4194408"
"x","Temp","Pump Light","z-disp","Sxx","Syy","Szz",
"=-0,99995","=302,36","=0","=-0,00357008","=0,29767","=1,88437","=0,92315",
"=-0,95","=302,517","=0","=-0,00357031","=0,22172","=2,00063","=0,95552",
